,datetime,content,title
0,2020-10-14 23:59:53,巴西卫生监管机构授权Sorrento Therapeutics公司对轻度、中度和重度新冠肺炎患者进行Abivertinib药物的大型2期临床试验。,
1,2020-10-14 23:58:29,  市场消息：美国国务卿蓬佩奥和沙特的部长讨论了应对伊朗的威胁，以及讨论了也门问题的解决方案。,
2,2020-10-14 23:57:15,美国财政部负责国际事务的副部长Brent McIntosh：没有需要向IMF和世界银行提供额外的资金。,
3,2020-10-14 23:54:31,【山东威海港集团原董事长丛建波被查】据“廉洁威海”10月14日消息，威海港集团有限公司原党委书记、董事长、总经理丛建波涉嫌严重违纪违法，目前正接受威海市纪委监委纪律审查和监察调查。（证券时报）,
4,2020-10-14 23:51:45,德国财长肖尔茨：德国在2021年有足够的资金来支持经济。,
5,2020-10-14 23:50:51,在岸人民币兑美元（CNY）北京时间23:30收报6.7136元，较周二夜盘收盘涨314点。成交量324.58亿美元，较周二增加11.21亿美元。,
6,2020-10-14 23:50:23,德国财长肖尔茨：相信我们可以在今年内最终确定欧盟复苏基金。,
7,2020-10-14 23:50:12,美国财长努钦：预计GDP“非常强劲”，但仍将出现V型复苏。,
8,2020-10-14 23:49:40,  数据显示，今年前三个季度，中国的银行发行了超过1万亿元人民币 (1480亿美元) 的债券来增加资本缓冲，是2014年的三倍多。,
9,2020-10-14 23:47:59,世卫组织首席科学家：一般健康的年轻人可能要等到2022年才能获得疫苗。,
10,2020-10-14 23:47:49,  美国财长努钦：刺激谈判中某些话题仍存在重大分歧，我们将继续在某些问题上取得进展，在选举之前达成协议是困难的。,
11,2020-10-14 23:46:00,【美国航空股普遍上涨，邮轮股普跌，此前特朗普谈及这两个行业的救助问题】阿拉斯加航空目前涨3.0%，Spirit Airlines、美联航、捷蓝航空至少涨超2.3%，美国航空公司、美国西南航空至少涨超1.6%。嘉年华目前上涨不足0.2%，挪威航空跌超0.3%，皇家加勒比邮轮跌超0.5%。,
12,2020-10-14 23:45:33,【海岬型船费率走低，波罗的海干散货指数创2个月以来最大跌幅】波罗的海干散货指数在周三下跌95点或5.5%，报1637点，为7月23日以来最大跌幅。海岬型船运价指数下跌8.6%至2810点，为7月22日以来最大跌幅，日均获利下跌2192美元至23305美元。巴拿马型船运价指数下跌1.6%，至1413点，日均获利下跌214美元至12713美元。超灵便型船运价指数涨1点至599点。,
13,2020-10-14 23:44:40,美国财长努钦：在选举之前达成协议是困难的。,
14,2020-10-14 23:44:01,西班牙新增5104例新冠肺炎感染病例。,
15,2020-10-14 23:43:44,美国财长努钦：我们将继续在某些问题上取得进展。,
16,2020-10-14 23:43:03,【欧洲三大股指收盘涨跌不一】德国DAX30指数收涨0.03%报13022.25点；英国富时100指数跌0.58%报5934.91点；法国CAC40指数跌0.12%报4941.66点。,
17,2020-10-14 23:42:45,特朗普说自己正试图获得一些刺激资金。,
18,2020-10-14 23:42:36,特朗普称航空和邮轮公司的复苏是一个艰难的问题。,
19,2020-10-14 23:39:28,  美国财长努钦：仍致力于研究全面刺激一揽子计划。,
20,2020-10-14 23:37:50,  特朗普称新冠疫情迫使出现额外支出。,
21,2020-10-14 23:26:09,蔚来大涨20%，股价续刷新高。 公司今日正式推出NOP领航辅助功能，理想汽车、小鹏汽车涨逾11%。,
22,2020-10-14 23:24:21,世卫组织首席科学家Swaminathan：每天仍有约5000人死于新冠肺炎。,
23,2020-10-14 23:22:36,世卫组织首席科学家Swaminathan：正如我们现在看到的全球病例的大幅增加，不幸的是，在几周内，死亡人数可能会增加。,
24,2020-10-14 23:20:34,欧洲央行管委维勒鲁瓦：现在采取“非常宽松”的政策立场是合适的。,
25,2020-10-14 23:20:23,欧洲央行管委维勒鲁瓦：如果需要，欧洲央行也可以采取更多行动。,
26,2020-10-14 23:19:52,特朗普表示，美国军方将帮助交付新冠肺炎疫苗。,
27,2020-10-14 23:19:37,特朗普表示，正在寻求对再生元药物的紧急批准。,
28,2020-10-14 23:17:54,【国内首个“芯片大学”最快于本月底在南京挂牌】“‘芯片大学’是货真价实的，最快可能在月底正式挂牌。”在10月14日召开的第十八届中国国际半导体博览会(IC China2020)上，南京集成电路产业服务中心（ICisC)副总经理吕会军向记者证实，南京集成电路大学的成立“板上钉钉”，但它并非传统意义上的高校，而是由政府搭台成立的一座特殊“学校”，旨在集合产业和高校资源，培养专业集成电路人才的创新型产教融合平台。 (IT时报),
29,2020-10-14 23:17:16,美国众议院议长佩洛西发言人：工作人员继续交换文件，佩洛西和努钦星期四将再次通话。,
30,2020-10-14 23:17:05,美国众议院议长佩洛西发言人：一个主要分歧是白宫对国家战略测试计划的必要性缺乏了解。,
31,2020-10-14 23:16:53,阿斯利康（AZN）目前跌超1.4%，诺瓦瓦克斯（NVAX）跌0.2%，Moderna交投于平盘水平附近，辉瑞（PFE）涨超0.7%，BioNTech涨约1.3%。,
32,2020-10-14 23:16:01,美国众议院议长佩洛西发言人：美国众议院议长佩洛西、美国财长努钦周三就新冠肺炎救助进行了富有成效的讨论。,
33,2020-10-14 23:14:41,纽约州新冠肺炎确诊病例增长0.3％，与7天平均水平一致。,
34,2020-10-14 23:14:30,纽约州报告新增1232例新冠肺炎确诊病例。,
35,2020-10-14 23:14:01,特朗普称安全有效的新冠肺炎疫苗将在年底前推出。,
36,2020-10-14 23:13:10,美元兑日元USD/JPY跌0.4%至105.04。,
37,2020-10-14 23:12:37,世行行长马尔帕斯：将向国际开发协会成员国提出一个250亿美元的抗疫追加紧急融资方案。,
