,datetime,content,title
0,2020-06-10 23:57:30,  世卫组织：理解非洲国家不愿意再进行封锁，还有许多措施可以采取。,
1,2020-06-10 23:57:25,  世卫组织：敦促各国保持对流感和新冠病毒的检测。,
2,2020-06-10 23:54:56,  世卫组织：非洲的新冠肺炎病死亡率为1%，或者略低于1%。,
3,2020-06-10 23:53:50,【华尔街押注大选前波动率将飙升】被称为华尔街“恐慌指标”的Cboe波动率指数(VIX)期货显示，大选前市场波动性预期明显上升。据Susquehanna Financial Group的数据，9月和10月期货价差显示，波动率指数期货反映出的选举相关风险已升至2012年和2016年大选前水平的三倍左右。波动率指数期货反映市场对到期后一个月波动性的预期。,
4,2020-06-10 23:52:04,房多多(DUO.O)恢复交易，现跌64%。,
5,2020-06-10 23:51:15,【美元6月向来跌多涨少】本月以来，美元指数几乎天天下跌。而伴随着季节性趋势以及可能偏向鸽派的美联储，美元的需求恐变得更加萎靡。过去10年中，彭博美元即期汇率指数有八年在6月份下跌，平均跌幅约为0.7%。今年6月该指数迄今跌幅已经接近2%，而美联储即将于周三作出决策，料会重申其为经济提供支撑的承诺。,
6,2020-06-10 23:49:10,  世卫组织卫生紧急项目负责人瑞安：（被问及冬季到来对南半球新冠病毒的影响）我们不知道新冠病毒会如何表现。,
7,2020-06-10 23:47:32,  欧盟首席脱欧谈判官巴尼耶在欧洲经济社会委员会视频会议上向英国提议，就未来伙伴关系问题加紧谈判，因为这方面的进展甚微。（卫星新闻）,
8,2020-06-10 23:46:43,  世界卫生组织总干事谭德塞：各国应使疫苗成为全球公共产品。,
9,2020-06-10 23:46:34,  德国DAX指数收盘下跌0.65%，报12535.92点；英国富时100指数收盘下跌0.18%，报6324.35点；法国CAC40指数收盘下跌0.82%，报5053.42点。,
10,2020-06-10 23:46:25,  布伦特原油期货转涨，现报41.08美元/桶；WTI原油期货日内跌幅收窄至0.05%，报38.79美元/桶。,
11,2020-06-10 23:44:31,  世界卫生组织总干事谭德塞：存在无法获得疫苗的风险。,
12,2020-06-10 23:42:52,  在岸人民币兑美元（CNY）北京时间23:30收报7.0623元，较周二夜盘收盘上涨142点。成交量357.10亿美元，较周二增加45.32亿美元。,
13,2020-06-10 23:42:02,  世卫组织卫生紧急项目负责人瑞安：新冠肺炎疫情正在许多地区蔓延。,
14,2020-06-10 23:41:48,  世卫组织卫生紧急项目负责人瑞安：医疗卫生人员装备问题在许多地方仍然存在，一些国家面临“巨大压力”。,
15,2020-06-10 23:37:41,  【多只中概股盘中频繁熔断】中概股稳盛金融暴涨633%，金融界大涨117%，嘉银金科涨586%，房多多跌57%，截至发稿这些个股集体熔断，此前触发多次熔断。,
16,2020-06-10 23:37:11,  波音现跌5.35%，报205美元。,
17,2020-06-10 23:37:03,  美国财长努钦：约有120亿美元的资金从公司归还到薪酬保障计划贷款。,
18,2020-06-10 23:36:14,  波音：今天通知航空公司737max线路已修复。,
19,2020-06-10 23:33:44,  世界卫生组织总干事谭德塞：自2月初以来就表示会出现无症状传播，但还需要更多的研究。,
20,2020-06-10 23:33:19,  【巴西5月通胀紧缩率达0.38% 为22年来最严重情况】据巴西经济部所属的地理和统计研究所6月10日公布的最新数据显示，巴西全国居民消费价格指数继4月份降低至0.23%后，5月继续下跌0.25%，导致当月通胀紧缩率达到0.38%，是1998年以来的最低点。（央视新闻）,
21,2020-06-10 23:32:56,【国际奥委会与东京奥组委就东京奥运会简约化运营达成一致】据报道，国际奥委会执委会6月10日召开视频会议，围绕受新冠肺炎疫情影响延期至明年夏季举办的东京奥运会进行讨论，国际奥委会与东京奥组委从削减成本及预防感染的角度，就简朴办奥运的方针达成了一致。筹备奥运会的三项基本原则包括：提供安全且安心的环境；最大限度削减经费，争取东京都民和日本国民的理解与认同；简朴办奥运，使之成为一届安全且可持续的大会。东京奥运会被定位为“史无前例的团结与共生的盛会”，“成为向世界展示复活与复兴的证明”。（央视新闻）,
22,2020-06-10 23:31:53,【北京：扩大5G网络建设规模，今年将累计建成5G基站超3万个】10日从北京市政府新闻办组织的新闻发布会了解到，北京市委、市政府印发《关于加快培育壮大新业态新模式促进北京经济高质量发展的若干意见》。其中，在新基建方面，北京市提出扩大5G网络建设规模，今年将累计建成5G基站超3万个。意见围绕新基建、新场景、新消费、新开放、新服务分别提出了相关的政策措施，系统推进新业态新模式发展。在新基建方面，配套出台的《北京市加快新型基础设施建设行动方案（2020-2022年）》中提出，今年将扩大5G网络建设规模，2020年底前累计建成5G基站超过3万个。（新华网）,
23,2020-06-10 23:30:37,欧盟特使拒绝了改变欧盟首席谈判代表巴尼耶授权的要求。,
24,2020-06-10 23:29:46,中概股金融界暴力拉升上涨117%，第五次触发熔断。,
25,2020-06-10 23:27:44,  美国财长努钦：已经讨论过调整资本利得（税）。,
26,2020-06-10 23:26:06,  螺纹期货夜盘收跌0.39%，热卷收涨0.23%；铁矿石期货收跌0.20%。 焦炭夜盘收涨0.33%，焦煤收跌0.75%，动力煤收涨0.51%。 橡胶夜盘收涨0.14%，沥青收跌2.07%。 豆粕夜盘收涨0.82%，菜粕收涨0.30%。 郑棉夜盘收跌0.29%。,
27,2020-06-10 23:25:21,  WTI原油期货短线上扬0.6美元，现报38.65美元/桶；布伦特原油期货短线上扬0.4美元，现报40.94美元/桶。,
28,2020-06-10 23:24:47,中概股稳盛金融现暴涨633%，再度触发熔断。,
29,2020-06-10 23:22:21,  美国交通部：美国航空业4月份客流量为300万，较2019年同期骤降96%。 美国航空业4月份国际客流量同比锐减99%。,
30,2020-06-10 23:21:36,中概股稳盛金融暴涨498%，触发熔断。,
31,2020-06-10 23:20:27,  巴西出口行业协会ANEC：预计巴西6月将出口1080万吨大豆，预计将出口68.9万吨玉米。,
32,2020-06-10 23:20:22,  美国财长努钦：薪酬保障计划（PPP）可能会有剩余资金。,
33,2020-06-10 23:19:31, 中概股金融界暴力拉升上涨97%，此前已触发熔断。,
34,2020-06-10 23:16:56,  【房多多被腰斩】中概股房多多跌幅扩大至54%，该股盘初一度大涨近60%，昨日盘中一度飙升十余倍。,
35,2020-06-10 23:16:47,  美国财长努钦：将寻找最近骚乱造成的经济损失数据。,
36,2020-06-10 23:16:38,高盛图表显示，标普500指数近期的反弹为过去40年来最强劲的股票市场复苏。,
37,2020-06-10 23:15:24,  【因海岬型船费率走高和中国铁矿石需求上升 波罗的海干散货运价指数上涨】受海岬型船费率拉动，波罗的海干散货运价指数周三上涨16点或7%，报764点，连续第九日录得上涨。海岬型船运价指数上涨180点，报1039点，创4月20日以来新高，日均获利增加1087美元至9142元。巴拿马型船运价指数下跌3点至796点，日均获利减少24美元至7168美元。超灵便型船运价指数涨24点或4.5%，至556点。,
38,2020-06-10 23:13:31,  据美联社：明尼阿波利斯警方退出警察工会谈判。,
39,2020-06-10 23:12:32,西班牙新冠肺炎确诊病例上升至242280例，累计死亡病例为27136例。,
40,2020-06-10 23:10:56,中概股金融界暴力拉升上涨56%，触发熔断。,
41,2020-06-10 23:06:12,  现货黄金完全回吐日内稍早涨幅，并转跌，短线最低触及1715.24美元/盎司，脱离美股盘初录得的日高1727.26美元/盎司。,
42,2020-06-10 23:04:46,  现货黄金短线下挫4美元，现报1714.89美元/盎司。,
43,2020-06-10 23:03:29,  美国财长努钦：需要更有针对性的新冠病毒援助。,
44,2020-06-10 23:03:16,  美国财长努钦：“肯定”需要更多的经济援助立法。,
45,2020-06-10 23:00:17,  【花旗称欧洲央行增加购债规模可能仍无法满足欧元区融资需求】花旗称，欧洲央行购债计划增加6000亿欧元（6820亿美元），可能仍比欧元区增加的债券供应少约1500亿欧元。如果这种不平衡状况加剧，则欧元区某些负债最重国家（尤其是意大利）的借贷成本可能会上升。这是因为欧洲央行的支持一直是对欧洲债券需求的主要驱动力。因此，尽管欧洲主权国家加快了债券发行，但认购量却很大。花旗表示，短债供应料也将超过1万亿欧元。与此同时，欧洲央行的防疫债券购买计划规模为1.35万亿欧元。,
46,2020-06-10 22:59:23,【热门中概股多数上涨，拼多多、京东均创下盘中纪录高位、BAT均涨超1%】中概股ETF-KraneShares上涨1.81%；中国科技ETF-Guggenheim上涨1.22%，拼多多涨超5%，创盘中纪录新高至73.38美元，市值达875.46亿美元，今年迄今累涨93%；哔哩哔哩、万达体育、唯品会、腾讯ADR、京东均涨超2%，其中京东也创下盘中纪录新高，该股今年迄今累涨70%。网易、网易有道、新浪、百度、爱奇艺、阿里巴巴均涨超1%。与此同时，荔枝跌10%，瑞幸咖啡跌8%，蔚来汽车跌6%，虎牙、斗鱼跌超1%。,
47,2020-06-10 22:58:56,  美国佛罗里达州新冠肺炎确诊病例达67371例，昨日为66000例。,
48,2020-06-10 22:57:58,  中国金融科技公司嘉银金科现大涨900%。,
49,2020-06-10 22:57:38,  欧元兑美元EUR/USD短线下挫逾20点，现报1.1348。,
50,2020-06-10 22:56:17,中国金融科技公司嘉银金科现大涨800%。此前早盘大涨484.41%触发熔断。,
51,2020-06-10 22:52:52,  据俄罗斯卫星网：尼日利亚将在7月中旬之前将石油产量削减至多4.5万桶/日，以满足欧佩克的减产要求。,
52,2020-06-10 22:52:13,  根据俄罗斯海关局发布的数据，今年1至4月份俄中两国外贸总额为317.74亿美元，同比下降6.7%。（卫星新闻）,
53,2020-06-10 22:51:08,  美国财长努钦：针对有犯罪记录的人提供薪酬保障计划贷款的指引。,
54,2020-06-10 22:49:12,  特朗普将前往明天前往达拉斯参加圆桌会议。,
55,2020-06-10 22:49:04,强生公司周三表示，将在7月下旬开始对其候选新冠疫苗进行人体试验。该公司已经与美国政府签署协议，以建立足够的生产能力，到2021年生产超过10亿剂疫苗。,
56,2020-06-10 22:48:43,  美国能源信息署（EIA）：美国每周原油出口量降至240万桶/天，为2019年11月以来的最低水平。,
57,2020-06-10 22:47:08,  美国能源信息署（EIA）：美国每周原油产量降至1110万桶/天，为2018年10月以来的最低水平。,
58,2020-06-10 22:46:15,  据媒体报道：国际奥委会（IOC）的目标是，简化并压缩东京奥运会的规模。,
59,2020-06-10 22:45:42,  美国小企业局（SBA）主管：薪酬保障计划（PPP）仍然具备发放1300亿美元救助贷款的能力。,
60,2020-06-10 22:44:58,区域股票市场规模占全球股票市值比例的图表显示，欧股市场规模跌已跌至近期低点，美股市场则独占鳌头。,
61,2020-06-10 22:43:51,  美国能源信息署（EIA）：美国上周东海岸馏分油库存升至2017年2月以来的最高水平。,
62,2020-06-10 22:43:21,  现货白银短线下挫逾0.1美元，现报17.85美元/盎司。,
63,2020-06-10 22:43:15,  现货黄金15分钟内下挫7美元，现报1720.25美元/盎司。,
64,2020-06-10 22:41:02,  美国能源信息署（EIA）：美国东海岸汽油库存上周升至2017年2月以来的最高水平。,
65,2020-06-10 22:36:44,  美股石油股跌幅收窄。康菲石油(COP.N)跌5%，雪佛龙(CVX.N)跌3.3%，斯伦贝谢(SLB.N)跌6%，埃克森美孚石油(XOM.N)跌4.7%，哈利伯顿(HAL.N)跌6.8%。,
66,2020-06-10 22:35:47,  美国能源信息署（EIA）：上周美国海湾沿岸原油储备增至历史新高。,
67,2020-06-10 22:35:41,  欧洲央行副行长金多斯：欧洲央行没有对不良银行进行严肃的讨论。,
68,2020-06-10 22:35:35,  美国取暖油期货收复跌幅。,
69,2020-06-10 22:35:28,  现货黄金短线下挫5美元，现报1721.70美元/盎司。,
70,2020-06-10 22:35:23,  WTI原油期货现跌1.93%，报38.04美元/桶，布伦特原油期货现跌1.38%，报40.44美元/桶。,
71,2020-06-10 22:34:16,  美国汽油期货跌幅扩大。,
72,2020-06-10 22:33:26,  美国能源信息署（EIA）：美国原油库存升至纪录新高的5.381亿桶。,
