,datetime,content,title
0,2020-03-13 23:57:29,  美股继续回升，道指涨超400点。,
1,2020-03-13 23:57:06,  COMEX黄金期货跌幅扩大，势创2011年以来最大周度跌幅。,
2,2020-03-13 23:56:58,  美股略有回升，道指涨超200点，标普500指数涨1%。,
3,2020-03-13 23:54:28,  COMEX黄金期货跌近4%报1521.4美元/盎司；COMEX白银期货跌超8%报14.725美元/盎司。,
4,2020-03-13 23:54:20,  现货黄金触底反弹20美元，重回1540美元/盎司上方。,
5,2020-03-13 23:53:20,  特斯拉跌超10%，股价逼近500美元。,
6,2020-03-13 23:52:37,  受疫情影响，英国伦敦推迟5月的市长选举。,
7,2020-03-13 23:52:12,  现货黄金逼近1520美元，较日高跌近70美元；现货白银大跌7%，现报14.7美元/盎司。,
8,2020-03-13 23:49:10,巴西总统博索纳罗在其社交账号表示，其新冠病毒检测呈阴性。 （人民日报）,
9,2020-03-13 23:48:04,  恐慌指数VIX涨至76.67，创2008年11月以来新高。,
10,2020-03-13 23:47:42,  【美股持续回落 黄金短线急跌】现货黄金短线下跌15美元，逼近1550美元/盎司。,
11,2020-03-13 23:47:21,【外媒：巴西总统新冠病毒检测呈阴性】外媒报道，巴西总统称，自己新冠病毒检测呈阴性。（中国日报网）,
12,2020-03-13 23:46:54,  埃克森美孚石油跌幅扩大至5.5%，领跌道指成分股。,
13,2020-03-13 23:46:22,  【德国DAX指数日内转跌，此前一度涨9%】德国DAX指数日内转跌，此前一度涨9%；英国富时100指数、法国CAC40指数涨幅缩窄至2%以内；意大利富时MIB指数现涨6%，此前一度涨15%。,
14,2020-03-13 23:45:41,国际货币基金组织总裁克里斯塔利娜 • 格奥尔基耶娃提议任命杰弗里 • 冈本担任第一副总裁。,
15,2020-03-13 23:43:04,  法国总统马克龙：将在周一举行G7视频会议。,
16,2020-03-13 23:42:53,  现货白银下破15美元/盎司，日内跌幅扩大至近5%。,
17,2020-03-13 23:42:44,  现货黄金15分钟内迅速下挫15美元，逼近1550美元/盎司。,
