,datetime,content,title
0,2020-08-27 23:56:53,云财经讯，据媒体报道：NBA球员们决定恢复季后赛,据媒体报道：NBA球员们决定恢复季后赛
1,2020-08-27 23:22:59,云财经讯，沃尔玛短线飙升，目前上涨2.5%，沃尔玛联合微软收购TikTok,沃尔玛短线飙升 目前上涨2.5% 沃尔玛联合微软收购TikTok
2,2020-08-27 23:11:45,云财经讯，沃尔玛：支持Tiktok与微软的在美合作关系,沃尔玛：支持Tiktok与微软的在美合作关系
3,2020-08-27 23:09:24,云财经讯，东财Choice数据显示，近30天有券商分析师覆盖并预测目标价的科创板股票，有18只昨日收盘价与券商目标价相比，潜在上涨空间超过50%，其中金宏气体和芯原股份-U的潜在上涨空间超过100%。（上证报）,券商对科创板股票给出翻倍的目标价
4,2020-08-27 23:09:01,云财经讯，中概股理想汽车跌13%，蔚来汽车跌近5%，康迪车业跌超2%；小鹏汽车今日在美挂牌交易,中概股理想汽车跌13%
5,2020-08-27 23:01:56,云财经讯，标普500指数刷新日高至3500点上方，日内当前涨幅超过0.6%,标普500指数刷新日高至3500点上方
6,2020-08-27 22:58:29,云财经讯，乐游科技（Leyou Technologies）提议进行私有化交易,乐游科技（Leyou Technologies）提议进行私有化交易
7,2020-08-27 22:50:20,云财经讯，西水股份收到监管工作函：要求说明减值迹象出现的具体时点，公司迟至本期才计提相关减值的合理性和审慎性，是否存在前期计提不足的情形，是否存在前期业绩虚假或调节利润的情形,西水股份收到监管工作函：要求说明减值迹象出现的具体时点
8,2020-08-27 22:44:04,云财经讯，五粮液(000858)8月27日晚间披露半年报，上半年公司实现营业收入307.68亿元，同比增长13.32%；净利润108.55亿元，同比增长16.28%；基本每股收益2.8元。,五粮液：上半年净利同比增16.28%
9,2020-08-27 22:42:59,云财经讯，据媒体，甲骨文对Tiktok报价股票加现金合计200亿美元,甲骨文对Tiktok报价股票加现金合计200亿美元
10,2020-08-27 22:39:55,云财经讯，五粮液：上半年净利润108.55亿元人民币，同比增长16.28%。营收307.67亿元，较上年同期增长13.32%。基本每股收益2.797元，同比增长16.30%,五粮液：上半年净利润108.55亿元人民币
11,2020-08-27 22:38:04,云财经讯，西水股份：上半年净亏损270.9亿元，去年同期亏损15.44亿元。天安财险到期且未收到投资本金和收益的新时代信托产品共有15笔、合计投资本金171.50亿元,西水股份：上半年净亏损270.9亿元
12,2020-08-27 22:36:38,云财经讯，康希诺生物发布澄清公告：加拿大国家研究委员会与公司的合作并未终止；于最近一段时间内，公司管理层均未接受任何与Ad5-nCoV在加拿大临床试验相关的采访；公司目前正在与多个国家共同推动Ad5-nCoV的国际多中心III期临床试验,康希诺生物发布澄清公告：加拿大国家研究委员会与公司的合作并未终止
13,2020-08-27 22:35:20,云财经讯，道指涨幅扩大至超1%，微软领涨，涨3.5%，波音、摩根大通涨超3%，美国运通、迪士尼涨超2%,道指涨幅扩大至超1%
14,2020-08-27 22:31:37,"云财经讯，小鹏智能汽车方面消息，8月27日，小鹏汽车公司宣布在纽交所挂牌上市，股票代码为“XPEV”。小鹏汽车通过首次公开招股发行99,733,334股，每股15美元，募资总额约15亿美元。",小鹏汽车正式登陆纽交所
15,2020-08-27 22:26:30,云财经讯，纳指转涨，此前一度跌超0.4%,此前一度跌超0.4%
16,2020-08-27 22:25:04,云财经讯，瑞泰科技(002066)8月27日晚间公告，公司拟以发行股份的方式，购买武钢集团持有的武汉耐材100%股权及马钢集团持有的瑞泰马钢40%股权。此次发行股份购买资产完成后，武汉耐材及瑞泰马钢将成为公司的全资子公司。同时，公司拟向武钢集团和马钢集团发行股份募集配套资金。另外，公司控股股东中国建材总院拟向中国宝武转让公司5%股权。上述交易完成后，中国宝武预计将成为公司的实控人。,瑞泰科技：中国宝武预计将成公司实控人
17,2020-08-27 22:17:09,云财经讯，标普500指数转跌，纳指跌幅扩大至0.4%；昨日大涨11%的奈飞跌3.6%，Facebook、推特跌超2%，Snap跌近2%，谷歌跌超1%，亚马逊跌0.69%，苹果跌0.34%。航空股 集体上涨，美联航涨近7%。,标普转跌，航空、银行股集体上涨，科技股纷纷下跌
18,2020-08-27 22:15:25,云财经讯，天山生物(300313)8月27日晚间公告，公司股票交易异常波动，公司股票8月28日开市起停牌核查。,天山生物：8月28日起停牌核查股价异动
19,2020-08-27 22:12:12,云财经讯，标普500指数转跌,标普500指数转跌
