,datetime,content,title
0,2020-09-20 22:40:06,云财经讯，电影《八佰》在官方微博发布消息，宣布该片累计全国票房达28.83亿元，登顶2020年度票房全球冠军。这也是华语电影首度问鼎全球票房冠军。（新京报）,电影《八佰》登顶2020年度票房全球冠军
1,2020-09-20 21:25:39,云财经讯，据日本共同社最新消息，当地时间20日晚，日本首相菅义伟与美国总统特朗普举行了首次电话会谈。报道称，菅义伟向特朗普表明了以日美同盟为外交政策基石的方针，还与特朗普分享了对东亚地区形势的认识。（环球网）,菅义伟已与特朗普举行电话会谈
2,2020-09-20 21:14:17,云财经讯，中航飞机 (000768)9月20日在互动平台表示，公司承担的C919飞机相关部件已正式开工投产。,中航飞机：公司承担的C919飞机相关部件已正式开工投产
3,2020-09-20 21:13:42,云财经讯，从5月份起，国家集成电路产业投资基金（下称“大基金”）先后发布了减持9家上市公司股份的公告。另据不完全统计，年内大基金已相继投资了上海睿励、广州兴科（兴森科技子公司）、泰凌微、紫光展锐、中芯南方（中芯国际子公司）等多个项目，并参与了华润微、中芯国际科创板上市的战略配售。简单对比可见，大基金的投资金额远高于其减持上市公司回笼的资金金额，说明其仍在持续支持中国半导体产业发展。（上海证券报）,大基金频繁减持 其实买的比卖的多！
4,2020-09-20 20:52:24,云财经讯，上市券商运行已10年的披露月度经营数据传统，正式取消。值得关注的是，在9月中旬，由于上市券商8月份财务数据简报迟迟未露面，有市场传言称，或与月报扰动上市券商股价和为国内相关上市券商的合并做准备。不过，行业专家表示，取消上市券商月度数据披露要求，更多是考虑赋予上市券商公平的市场地位以及减轻其负担，与上述两方面因素并无关联。（澎湃）,上市券商月度数据披露要求取消，专家称考虑公平和减轻负担
5,2020-09-20 20:46:25,云财经讯，ST加加 (002650)9月20日在互动平台表示，加加食品“发酵食品（酱油）数字化工厂”国家项目的实施，建成了年产能20万吨酱油生产数字化工厂。目前酱油总产能31万吨/年，食用油总产能12万吨/年。,ST加加：目前酱油总产能31万吨/年 食用油总产能12万吨/年
6,2020-09-20 20:28:56,云财经讯，9月20日吉林省扶余市卫生健康局微信公号发布的消息透露，当日收到吉林省发电《关于长春市发现1份进口鱿鱼须外包装擦拭物样本新冠病毒核酸阳性情况的通报》，其中有一件货物（10公斤）流入扶余市。,长春：发现1份进口鱿鱼须外包装擦拭物样本新冠病毒核酸阳性
7,2020-09-20 20:09:30,云财经讯，腾讯：WeChat可能无法在美国获得新用户 将继续与美国政府进行磋商；国联证券拟换股吸收合并国金证券 股票双双停牌；友阿股份：首家“友阿中免美妆化妆品综合店”开业运营；天合光能：拟不超30亿元开展年产15GW的大功率高效组件项目；巴安水务：实控人或变更 股票明日起停牌；科达股份：浙文互联将成为公司控股股东；舍得酒业：公司股票实施其他风险警示；雅戈尔：拟以不超15亿元回购2.16%-4.32%股份。,公告精选：雅戈尔拟以不超15亿元回购股份；首家“友阿中免美妆化妆品综合店”开业
8,2020-09-20 20:03:22,云财经讯，杭州市决定通过鼓励和支持提高政府采购预留份额、鼓励支持降低制度性交易成本等政策加大对中小微企业的支持力度。杭州市财政局近日发布的《关于优化营商环境进一步加强政府采购监督管理工作的通知》指出，在满足机构自身运转和提供公共服务基本需求的前提下，采购人应当在预算编制时预留年度政府采购项目预算总额的30%以上，专门面向中小企业采购，其中，预留给小型和微型企业的比例不低于60%。（新华社）,杭州优化政府采购营商环境 加大对中小微企业支持力度
9,2020-09-20 19:56:34,云财经讯，腾讯今晚公告，WeChat应用程式可能无法在美国获得新用户，而现时在美国的用户持续更新WeChat应用程式也可能受到负面影响。公司一直并将继续与美国政府及美国其他利益相关者进行磋商，以达成长远解决方案。,腾讯：将继续与美国政府及美国其他利益相关者进行磋商 以达成长远解决方案
