,datetime,content,title
0,2020-09-22 23:45:41,云财经讯，据美国约翰斯·霍普金斯大学数据，截至美东时间22日11:40，美国新冠肺炎累计死亡病例升至200005例。（央视新闻）,美国新冠肺炎死亡病例超20万
1,2020-09-22 23:42:45,云财经讯，上交所：科创板拟上市公司蚂蚁集团提交注册,上交所：科创板拟上市公司蚂蚁集团提交注册
2,2020-09-22 23:35:41,云财经讯，当地时间22日，世卫组织发布报告显示，每年约有190万人死于烟草导致的冠心病，约占全球冠心病死亡病例的21%，吸烟者比不吸烟者更容易在年轻时经历急性心血管事件。无论是每天抽烟、偶尔吸烟还是二手烟，都会增加罹患心脏病的风险。但如果能立即戒烟，其罹患心脏病的风险将在一年后下降50%。（央视新闻）,世卫组织：每年约有190万人死于烟草导致的冠心病
3,2020-09-22 23:28:04,云财经讯，当地时间9月22日，纽约州宣布将五个州添加到隔离名单中，这意味着从这些州前往纽约的旅客需在到达后隔离14天。这些州分别为，亚利桑那州、明尼苏达州、内华达州、罗德岛州和怀俄明州。据悉，新泽西州和康涅狄格州与纽约向来步调一致，所以类似的政策预计很快将在这两个州实行。（央视新闻）,美国纽约州隔离名单新添五个州
4,2020-09-22 23:24:12,云财经讯，二十国集团贸易和投资部长视频会议22日召开，二十国集团轮值主席国沙特贸易大臣马吉德·卡斯比和投资大臣哈立德·法利赫共同主持会议。马吉德·卡斯比在会议开幕致辞中表示，新冠肺炎疫情已经严重影响全球经济，并破坏了人们熟悉的贸易和投资方式，二十国集团贸易和投资部长在今年5月的特别会议呼吁采取措施保障基本商品和服务的跨境流通，许多国家的医疗专业人员因此获得保护自己和挽救患者生命所需的医药用品。他强调，尽管疫情最为严重的时期可能已经过去，但很多经济和贸易部门仍面临巨大压力，因此在当今充满挑战的时代，建立开放，公平和基于规则的多边贸易体系对于支持全球经济复苏至关重要。（央视新闻）,二十国集团贸易和投资部长会议强调应继续推动多边贸易体系建设
5,2020-09-22 23:17:48,云财经讯，苹果：用户在使用苹果TV+的时候遇到了问题,苹果：用户在使用苹果TV+的时候遇到了问题
6,2020-09-22 23:17:14,云财经讯，当地时间22日下午，欧洲理事会主席发言人在社交媒体上表示，欧洲理事会主席米歇尔于当天得知，其上周初曾密切接触的一名特勤人员新冠病毒检测呈阳性。据了解，米歇尔近期一直频繁接受病毒检测，昨日的检测结果为阴性。但鉴于比利时目前执行的防控规则，米歇尔已从22日当天开始自我隔离，并将原定于9月24日到9月25日两天举行的欧盟特别峰会推迟至10月1日至10月2日举行。（央视新闻）,欧洲理事会主席自我隔离，此前曾密切接触新冠病毒感染者
7,2020-09-22 23:08:16,云财经讯，美元指数刷新日高，目前上涨0.53%，报94.028；欧元兑美元下跌0.67%，报1.1692，为8月3日以来首次跌至1.17关口下方,美元指数刷新日高
8,2020-09-22 23:02:45,云财经讯，现货黄金再度跌破1900美元整数关口,现货黄金再度跌破1900美元整数关口
9,2020-09-22 23:01:41,云财经讯，正虹科技公告，中法武汉生态示范城土地储备分中心拟收回全资子公司武汉正虹饲料有限公司厂区面积为11813.9平方米的国有土地使用权及地上建(构)筑物，综合补偿费总金额为4773.66万元。土地收储完成后，预计实现净收益约2900万元，对本期公司经营业绩产生积极影响。,正虹科技：子公司厂区土地被收储预计实现收益2900万元
10,2020-09-22 22:59:54,云财经讯，商务部消息，9月22日晚，202﻿0年二十国集团（G20）贸易部长会议以视频方式举行，会议为G20领导人利雅得峰会作了经贸方面准备。成员一致认为，应继续深入落实G20领导人应对新冠肺炎特别峰会共识，保持市场开放，反对保护主义，支持发展中国家和最不发达国家，保障全球供应链，支持世贸组织必要改革，营造自由、公平、包容、非歧视、透明、可预期、稳定的贸易和投资环境，共同推动国际贸易投资复苏。,2020年二十国集团贸易部长会议取得积极成果
11,2020-09-22 22:59:52,云财经讯，上海医药公告，近日，公司控股子公司常州制药收到国家药监局颁发的关于瑞舒伐他汀钙片的《药品注册证书》。瑞舒伐他汀钙片主要用于经饮食控制和其它非药物治疗(如：运动治疗，减轻体重)仍不能适当控制血脂异常的原发性高胆固醇血症(Ⅱa型，包括杂合子家族性高胆固醇血症)或混合型血脂异常症(Ⅱb型)。,上海医药：瑞舒伐他汀钙片获药品注册证书
