,datetime,content,title
0,2020-08-02 23:58:04,【A股7月跑赢全球主要股指 后市将如何演绎】刚刚过去的7月，A股三大股指全线上涨，表现令人难忘。7月1日，沪指以2991.18点开盘，在3000点上下争夺。此后，井喷、普涨、冲高、深回调、震荡等现象接连在两市上演，“过山车”般的跌宕走势令股民直呼刺激。（第一财经）,A股7月跑赢全球主要股指 后市将如何演绎
1,2020-08-02 23:36:52,【北斗系统中下游产业链优势明显 业内人士预计5年内应用市场规模或达2万亿元】近日，随着最后一颗组网卫星完成入网，北斗三号全球卫星导航系统正式开通，一时间，北斗系统成为大众关注的焦点，北斗系统商业应用价值开发及产业链上下游产能的激发也成为坊间热议的话题。（证券日报网）,北斗系统中下游产业链优势明显 业内人士预计5年内应用市场规模或达2万亿元
2,2020-08-02 23:17:30,【央行披露上半年贷款流向 未来投资将向这几个领域倾斜】今年上半年，贷款流向了哪里？7月31日， 央行发布的《2020年二季度金融机构贷款投向统计报告》(下称《报告》)给出了答案：企事业单位贷款平稳增长，工业中长期贷款增速显著提升，普惠金融领域贷款保持较快增长，房地产贷款增速持续回落。（第一财经）,央行披露上半年贷款流向 未来投资将向这几个领域倾斜
3,2020-08-02 23:00:38,【牛熊透视：这些连板大牛股已被交易所重点监控！】纵观20大牛股基因，抗疫情主题尤其疫苗冷链运输概念，无疑为最大热点。从二级市场表现来看，但凡是涉及冷链运输业务的上市公司，股价都受到了游资和散户的青睐。截至7月31日收盘，澳柯玛(600336.SH)收获3个涨停板，而英特集团(000411.SZ)更是连续拿下6个涨停板。（21世纪经济报道）,牛熊透视：这些连板大牛股已被交易所重点监控！
4,2020-08-02 22:42:48,【电影板块有望迎来“报复性消费” 这些概念股值得关注】为期9天的第23届上海国际电影节2日落下帷幕。为克服新冠肺炎疫情的影响，本届电影节首次通过影院、露天及线上等多种形式举办展映活动，惠及观众超过16万人次，其中影院观影人次超过14.75万。（第一财经）,电影板块有望迎来“报复性消费” 这些概念股值得关注
5,2020-08-02 22:27:44,【城中村租房的毕业生：房租普遍便宜30%以上 750元广州能合租两房一厅】21世纪经济报道记者发现，在广州、深圳这两个一线城市，不少大学毕业生在毕业后租第一个房子，是城中村中的农民自建房。而之所以租城中村的房子，一些受访的毕业生坦言：第一是便宜，第二是方便。（21世纪经济报道）,城中村租房的毕业生：房租普遍便宜30%以上 750元广州能合租两房一厅
6,2020-08-02 22:11:06,【深莞调控后惠州成交量猛增 库存高企土地供需两旺】深圳、东莞限购之后，惠州承接了部分投资需求，成交量大幅上涨，但同时，惠州楼盘的空置率仍然很高。“因为很多到惠州购房的客户都是为了投资，并不是自住，所以空置率高。”美联物业全国研究中心总监何倩茹对《华夏时报》记者说。（华夏时报）,深莞调控后惠州成交量猛增 库存高企土地供需两旺
7,2020-08-02 22:01:26,【财政部酝酿由国网发债 解决可再生能源补贴缺口】据悉，财政部正在研究通过国网和国开行以发债方式解决可再生能源补贴拖欠问题的可能性，目前各方仍在协调。近年来，可再生能源补贴缺口持续扩大。通过市场化融资方式募集长期限、低成本资金，是解决目前可再生能源附加资金缺口、补贴拖欠的可行手段，此前也有过“铁道债”“汇金债”等先例。这一方式如果推行，拥有电站资产的光伏和风电运营企业，经营情况将显著改善。A股公司中，银星能源、中闽能源主营风电等新能源发电业务。（上证资讯）,财政部酝酿由国网发债 解决可再生能源补贴缺口
8,2020-08-02 21:52:05,【远程会议市场激增 智能大屏企业抢食增量蛋糕】今年以来，许多政、企单位都开始重视远程视频协作平台的应用，推行以远程办公、智慧服务等方式开展工作。此外，“新基建”背景下，国家正大力推进新型基础设施建设，助力各行业企业完成核心业务数智化转型。当远程办公刚需叠加国家新基建的政策利好，远程会议市场迎来飞速发展期。国内智能大屏企业如雷曼光电(300162)、利亚德(300296)等纷纷在远程会议市场抢先布局，开启新的盈利赛道。雷曼光电拥有独有的基于COB先进集成封装技术的Micro LED超高清显示产品，发展势头猛烈。（证券网）,远程会议市场激增 智能大屏企业抢食增量蛋糕
9,2020-08-02 21:36:18,【资管新规过渡期延长符合预期 利好长期稳定资金入市】今年年初，市场便有声音称，鉴于整改清理难度较大，是否能将过渡期进行延长。随后央行相关负责人表态，对推迟资管新规执行进行评估。因此此次确定延期，也是在预期之内。（第一财经）,资管新规过渡期延长符合预期 利好长期稳定资金入市
10,2020-08-02 21:22:19,【消息称字节跳动更倾向于将TIKTOK分拆独立】据媒体报道，相比出售给微软，字节跳动更倾向于将TIKTOK分拆独立。（界面新闻）,消息称字节跳动更倾向于将TIKTOK分拆独立
11,2020-08-02 21:18:53,【主权基金加仓！黄金涨疯了】黄金连续第八周上涨，本月也是连续第四个月上涨，单月涨幅超10%。今年以来，新冠疫情全球大流行推高避险需求的背景下，各种投资工具的黄金持仓量不断攀升，其中黄金交易所交易基金(ETF)的持仓量达到创纪录水平。（中国基金报）,主权基金加仓！黄金涨疯了
12,2020-08-02 21:13:50,【“七翻身”后看好8月行情 券商最新观点出炉：做多窗口仍在 关注三大主线】对于即将到来的8月份，券商机构预计，市场将会继续震荡上行行情，做多窗口仍在，但向上突破还需时间和催化剂，下一轮上涨或将在三季度末启动；就配置而言，除了此前持续推荐的科技及消费主线外，顺周期板块受关注程度亦持续升温。（中国证券报）,“七翻身”后看好8月行情 券商最新观点出炉：做多窗口仍在 关注三大主线
13,2020-08-02 21:08:34,【朗进科技：公司目前尚未涉及冷链物流业务】8月2日，朗进科技在互动平台上称，目前尚未涉及冷链物流业务，公司会持续关注冷链物流领域的政策和发展。（界面新闻）,朗进科技：公司目前尚未涉及冷链物流业务
