,datetime,content,title
0,2020-02-21 23:51:54,【央行副行长陈雨露：人民币汇率不会出现大幅贬值或升值】今天，中国人民银行副行长陈雨露在接受财经频道记者专访时，分别就新冠肺炎疫情对中国经济影响，中国金融体系风险和货币政策做了回应。陈雨露表示，疫情爆发以来，中国金融市场虽然有所波动，但是整体运行平稳，金融机构和金融基础设施运转正常，特别是股票市场果断如期开市并迅速恢复平稳运行。（央视财经）,央行副行长陈雨露：人民币汇率不会出现大幅贬值或升值
1,2020-02-21 23:46:50,【广州发布餐饮复业指引 全市11个区可恢复堂食】据广州市政府官方网站21日消息，广州市防控新型冠状病毒肺炎疫情工作指挥部办公室当日印发《广州市关于推动餐饮业有序复工复业的指引(试行)》。按照该指引规定，接下来，广州全市11个区均可恢复提供餐饮堂食服务。（中国新闻网）,广州发布餐饮复业指引 全市11个区可恢复堂食
2,2020-02-21 23:43:53,【美股三大股指均跌逾1% 国际金价盘中大涨近2%站上1650美元】美东时间周五，美股跌幅扩大，三大股指盘中均跌超1%。截至发稿，道指跌1.05%，纳指跌1.56%，标普500指数跌1.14%。国际金价日内涨幅扩大近2%，站上1650美元关口，续创7年新高。（第一财经）,美股三大股指均跌逾1% 国际金价盘中大涨近2%站上1650美元
3,2020-02-21 23:28:10,【西藏各地陆续复工】受新冠肺炎疫情影响，西藏各行各业遭受“冷冻”，连日来，随着疫情缓解，各地开始陆续复工。（中国新闻网）,西藏各地陆续复工
4,2020-02-21 23:20:15,【湖北：2月19日新增确诊病例由349例订正为775例】现将2月19日核减的病例数重新加回到确诊病例，并对当日新增病例数进行订正。2月19日0-24时，全省新增确诊病例由349例订正为775例，累计确诊病例数由62031例订正为62457例。同时，将截至2月20日24时的全省累计确诊病例数由62662例订正为63088例。（湖北卫健委）,湖北：2月19日新增确诊病例由349例订正为775例
5,2020-02-21 23:16:07,【采用无钴电池即磷酸铁锂电池？特斯拉说不一定】采用无钴电池意味着是磷酸铁锂电池？特斯拉似乎对此有不同看法。2月21日，特斯拉在官方抖音号上表示：“请留意四月特斯拉的电池发布会，无钴，不代表一定是磷酸铁锂。”这推翻了此前外界的猜测，认为特斯拉将在中国制造的Model 3上采用磷酸铁锂电池。据《金融时报》报道，特斯拉与中国动力电池供应商宁德时代达成合作后，将在上海工厂生产的电动车中使用不含钴的电池，因此外界认为特斯拉将改变其技术路线，动力电池的选择将包括三元电池转和磷酸铁锂电池。（新京报）,采用无钴电池即磷酸铁锂电池？特斯拉说不一定
6,2020-02-21 23:09:50,【疫情何时归零？中国疾控中心应急中心专家这样答】对于外界关心的疫情何时下降，何时归零，中国疾控中心应急中心研究员向妮娟介绍，这是需要非常准确的数据支持。以武汉为例，目前为止最大的难点在于，每天新增病例数量还比较多，每天工作量会很大，而且带来的密接(密切接触)判定的工作量也很大，首先就是一个工作量的问题，而且不仅要完成这样的工作量，还要有很高的工作质量，因为只有这种高质量的数据，才能作为我们决策的特别准确的依据。（环球网）,疫情何时归零？中国疾控中心应急中心专家这样答
7,2020-02-21 22:59:56,【沪首批省际包车接运工程建设人员顺利返沪！市属重大工程也陆续有序复工】今天，上海首批通过省际定点包车接运的在建工程务工人员顺利返沪。申通地铁集团说，此次接运由一行6名工作人员随车奔赴400公里外的安徽枞阳县迎接作业工人返沪，全程实施疫情防控管理要求。人员抵达工地后，将在属地指定地点医学观察14天后正式复工上岗。（上海发布）,沪首批省际包车接运工程建设人员顺利返沪！市属重大工程也陆续有序复工
8,2020-02-21 22:57:55,【证监会开始调查华创证券事件 涉事人员停职前仍在推分众传媒】根据21世纪经济报道记者了解，2月19日晚间，一段有关华创证券传媒团队组织的投资者电话会议录音传出，内容是华创传媒邀请的据称为星期六子公司遥望网络高管的“陈总”在分享对于公司的观点。会议进行到一半，遥望网络董秘马超半路杀出，直指华创传媒邀请了“假高管”，该情况已不止一次，以后希望投资者都不要相信华创传媒对公司的任何报告。（21世纪经济报道）,证监会开始调查华创证券事件 涉事人员停职前仍在推分众传媒
9,2020-02-21 22:56:58,【累计18例！伊朗接连曝出新冠肺炎病例 其中4例死亡 病源仍不明】根据伊朗卫生部发言人贾努什贾汉普尔21日公布的最新数据，伊朗当天新增13例新冠肺炎确诊病例，其中两人死亡。截至目前，伊朗境内共计18人被确诊为新冠肺炎，4例死亡。法新社表示，贾汉普尔通报上述消息当天并未提及任何有关疫情在伊朗暴发的疑似源头。（环球网）,累计18例！伊朗接连曝出新冠肺炎病例 其中4例死亡 病源仍不明
10,2020-02-21 22:50:53,【美股三大股指跌幅扩大 国际金价盘中涨超1%站上1640美元】美东时间周五，美股三大股指跌幅扩大，道指一度跌近300点，纳指、标普一度跌超1%。截至发稿，道指跌0.86%，纳指跌1.44%，标普500指数跌0.94%。国际金价日内涨幅扩大近2%，站上1640美元关口，续创7年新高。,美股三大股指跌幅扩大 国际金价盘中涨超1%站上1640美元
11,2020-02-21 22:47:27,【行情】现货黄金短线拉升近5美元，美国30年期国债收益率跌至历史新低的1.9032%。美国2月Markit综合PMI初值跌至2013年以来最低水平。,美国2月Markit综合PMI初值跌至2013年以来最低水平
12,2020-02-21 22:46:46,【世行说印度需额外投入1090亿美元改善道路基础设施】世界银行近日发布的一份报告说，印度未来10年需额外投入约1090亿美元来改善道路交通基础设施，以减少交通事故。（新华网）,世行说印度需额外投入1090亿美元改善道路基础设施
13,2020-02-21 22:39:21,【农业农村部：1月全国蔬菜价格明显上涨 大白菜涨幅最大】蔬菜供应总体充足，受疫情和节日消费叠加影响价格上涨。目前全国冬春蔬菜在田面积8400多万亩，据农业农村部1000个蔬菜直报信息点监测，冬春蔬菜供应量比上年同期增加2.7%。受生产和流通成本增加、市场节前集中备货等影响，全国蔬菜价格明显上涨，1月份农业农村部监测的28种蔬菜全国平均批发价每公斤5.17元，环比涨13.4%，同比涨23.7%，特别是大白菜等叶菜类涨幅较大。据国家统计局数据，鲜菜价格上涨影响CPI上涨约0.45个百分点。（农业农村部）,农业农村部：1月全国蔬菜价格明显上涨 大白菜涨幅最大
14,2020-02-21 22:30:53,【美股开盘】美东时间周五，美股三大股指集体低开，道指跌0.29%，纳指跌0.44%，标普500指数跌0.47%。国际金价日内涨幅一度扩大近2%，站上1640美元关口，续创7年新高。,美股三大股指集体低开 国际金价盘中涨超1%站上1640美元
15,2020-02-21 22:30:15,【行情】美股开盘，三大股指集体低开，道指跌0.29%，标普500指数跌0.42%，纳指跌0.43%。,美股三大股指集体低开
16,2020-02-21 22:29:06,【国家邮政局启动邮政快递业第二阶段复工复产工作】2月21日，国家邮政局下发通知，正式启动邮政快递业第二阶段复工复产工作。全行业要继续一手抓科学防控疫情，一手抓有序复工复产，坚决做到“两手抓，两手硬”，力争月底前行业产能恢复到六成以上。（一财）,国家邮政局启动邮政快递业第二阶段复工复产工作
17,2020-02-21 22:25:49,【山东因疫情影响封闭的高速公路收费站全部解除封闭恢复通行】山东省坚决落实国家“五个严禁”部署要求，积极恢复正常交通运输秩序，全力打通因疫情影响而临时封闭的高速公路出入口，切实保障高速路网畅通，为支持企业复工复产、维护正常经济社会秩序提供有力保障。截至2月21日18时，全省因疫情影响封闭的高速公路收费站，全部解除封闭，恢复通行。（央视新闻）,山东因疫情影响封闭的高速公路收费站全部解除封闭恢复通行
18,2020-02-21 22:21:16,【快讯】沙特考虑与俄罗斯解除原油生产同盟关系。（金十数据）,沙特考虑与俄罗斯解除原油生产同盟关系
