,datetime,content,title
0,2020-02-28 23:53:52,【世界卫生组织总干事谭德塞：将新冠肺炎疫情全球风险级别上调为“非常高”】世界卫生组织总干事谭德塞28日宣布将新冠肺炎疫情全球风险级别由此前的“高”上调为“非常高”。（新华社）,世界卫生组织总干事谭德塞：将新冠肺炎疫情全球风险级别上调为“非常高”
1,2020-02-28 23:48:50,【现货铂金日内跌逾6% 现报848.50美元/盎司】现货铂金日内跌逾6%，现报848.50美元/盎司。,现货铂金日内跌逾6% 现报848.50美元/盎司
2,2020-02-28 23:45:00,【日本累计确诊新冠肺炎患者938例】截至日本当地时间2月28日22时，日本累计确诊新冠肺炎病例938例，因新冠肺炎死亡累计11人。据日本广播协会电视台报道，28日，日本在北海道、大阪府、静冈县、神奈川县等地新确诊19名新冠肺炎患者，在日本国内的日本人和中国游客等累计确诊219例；“钻石公主”号邮轮累计确诊705例；从武汉乘坐包机返回者累计确诊14例。（人民日报）,日本累计确诊新冠肺炎患者938例
3,2020-02-28 23:40:39,【美联储布拉德：如果疫情对美国的冲击加剧 美联储将做出应对】美联储布拉德：如果疫情对美国的冲击加剧，美联储将做出应对。（金十数据）,美联储布拉德：如果疫情对美国的冲击加剧 美联储将做出应对
4,2020-02-28 23:35:56,【WTI原油期货跌逾6% 创2018年12月以来新低】WTI原油期货跌逾6%，创2018年12月以来新低至44.25美元/桶。,WTI原油期货跌逾6% 创2018年12月以来新低
5,2020-02-28 23:34:08,【欧洲股市跌势加剧 主要股指跌近5%】欧洲股市跌势加剧，欧洲斯托克600指数跌幅扩大至4.7%，德国DAX指数、英国富时100指数跌近5%，法国CAC40指数跌4.73%。,欧洲股市跌势加剧 主要股指跌近5%
6,2020-02-28 23:32:02,【英格兰首席医疗官：英国学校可能需要关闭两个月以上】英国英格兰首席医疗官克里斯·惠蒂教授当地时间28日表示，如果新型冠状病毒肺炎不发展为全球性疫情， 英国完全有能力控制个别病例在英国的传播。但如果新冠肺炎形成全球性事件，英国发生疫情将只是时间问题。他建议取消类似体育赛事这样的大型人员聚集活动，并表示，各个学校可能将被迫关闭两个月以上。（央视新闻）,英格兰首席医疗官：英国学校可能需要关闭两个月以上
7,2020-02-28 23:26:22,【WTI原油期货下跌逾5.2% 刷新日低至44.65美元/桶】WTI原油期货下跌逾5.2%，刷新日低至44.65美元/桶，布伦特原油期货跌4.1%，报49.62美元/桶。,WTI原油期货下跌逾5.2% 刷新日低至44.65美元/桶
8,2020-02-28 23:20:40,【河南省政府约谈驻马店市政府：坚持“房住不炒” 落实主体责任】2月28日，何金平副省长召集省住房和城乡建设厅等有关部门负责同志，约谈了驻马店市人民政府主要负责同志，要求驻马店市提高政治站位，坚决贯彻党中央、国务院决策部署，按照省委、省政府工作要求，坚持房子是用来住的、不是用来炒的定位，切实落实城市主体责任，保持房地产调控政策连续性、稳定性，不将房地产作为短期刺激经济的手段，实现稳地价稳房价稳预期目标。（中国网地产）,河南省政府约谈驻马店市政府：坚持“房住不炒” 落实主体责任
9,2020-02-28 23:16:45,【现货钯金暴跌超10% 至2538.73美元/盎司】现货钯金暴跌超10%，至2538.73美元/盎司。（金十数据）,现货钯金暴跌超10% 至2538.73美元/盎司
10,2020-02-28 23:11:41,【墨西哥确诊首例新冠肺炎病例】墨西哥当地时间2月28日早间，墨西哥卫生部发布信息，确诊墨西哥首例新冠肺炎病例。该患者是一名35岁的男性，2月14号至22号曾在意大利北部停留，2月22号返回墨西哥城。（央视新闻）,墨西哥确诊首例新冠肺炎病例
11,2020-02-28 23:09:55,【人造肉公司Beyond Meat跌20% 现报85.31美元】人造肉公司Beyond Meat(BYND.O)跌20%，现报85.31美元；去年第四季度每股营收不及市场预期。,人造肉公司Beyond Meat跌20% 现报85.31美元
12,2020-02-28 23:06:54,【现货黄金跌至1610美元/盎司下方 日内跌超2%】现货黄金跌至1610美元/盎司下方，日内跌超2%，较日高回落近40美元。（金十数据）,现货黄金跌至1610美元/盎司下方 日内跌超2%
13,2020-02-28 23:03:02,【美股大幅走低 道指盘中跌超千点】美东时间周五，投资者担心疫情将打击全球经济，连续大跌之后，全球股市仍跌势不止，美股集体低开，截止发稿，道指跌逾4%，盘中跌超1000点，纳指跌2.91%，标普500指数跌3.30%。（第一财经）,美股大幅走低 道指盘中跌超千点
14,2020-02-28 23:00:05,【中国向伊朗派出疾控专家组支持抗疫】中国向伊朗派出了一个由4名疾控专家组成的专家小组，支持伊朗抗疫。（环球时报）,中国向伊朗派出疾控专家组支持抗疫
15,2020-02-28 22:57:12,【法国外长与土耳其外长进行通话】法国外长与土耳其外长进行通话，对叙利亚政府和俄罗斯两国一再违反关于缓和叙利亚伊德利卜省局势和国际人道主义法的承诺予以谴责。（金十数据）,法国外长与土耳其外长进行通话
16,2020-02-28 22:49:03,【VIX恐慌指数续创2018年2月以来新高】美股VIX恐慌指数现报41.15，日内涨超5%，续创2018年2月份以来新高。,VIX恐慌指数续创2018年2月以来新高
17,2020-02-28 22:47:57,【国家发展改革委：110项在建重大水利工程已复工76项】国家发展改革委会同水利部建立复工情况信息共享机制，按日调度各个项目复工进展，逐日更新、逐项协调，协助指导地方多渠道储备防疫物资，加强本地施工人员调配，就近采购建筑材料，尽快达到工程复工条件。目前，172项重大水利工程中，扣除未开工和已完工项目后，处于工程建设期的重大水利工程共110项。截至2月27日，110项在建重大水利工程已复工76项，总体复工率为69%；扣除东北、西北地区因气候寒冷等自然原因不能开工项目后，可复工项目的复工率为87.1%。（央视新闻）,国家发展改革委：110项在建重大水利工程已复工76项
18,2020-02-28 22:39:34,【行情】美股抗疫概念板块涨幅现报4.39%，CO-DIAGNOSTICS(CODX.O)涨超24%，Alpha Pro Tech(APT.N)涨近50%，诺瓦瓦克斯(NVAX.O)涨幅扩大至20%。,美股抗疫概念板块涨幅现报4.39%
19,2020-02-28 22:30:50,【美股开盘】美东时间周五，美股大幅低开，三大股指均跌逾3%。截止发稿，道指跌3.06%，标普500指数跌3.15%，纳指跌3.3%。,美股集体低开 三大股指均跌超3%
20,2020-02-28 22:24:31,【苏州四项措施稳楼市：项目完成25%以上投资即可申请预售】2月28日，江苏省苏州市住房城乡建设局发布《关于应对疫情保障房地产市场平稳健康发展的通知》，《通知》共计四项措施，包括调整项目预售条件、调整分期预售面积要求、开竣工时间、交付期限顺延、完善购房资格认定等。具体来看，在调整项目预售条件方面，《通知》显示，对2020年1月24日前土地已成交并已进入实质性启动阶段的房地产项目，因突发疫情影响其前期规划、施工手续、工程进度等情况的，申请预售时原形象进度要求调整为按投资额计算，申请预售部分完成25%以上投资即可（房地产信用等级为“D”级的企业按原标准执行）。（澎湃新闻）,苏州四项措施稳楼市：项目完成25%以上投资即可申请预售
21,2020-02-28 22:17:47,【上海新版企业复工指南发布：做好防疫条件准备的企业皆可复工】上海的新版企业复工指南今天（28日）发布，主要变化为：不再强调白名单的重点企业和一般企业之分，只要是做好防疫条件准备的企业皆可复工；复工申请无需审批。（一财）,上海新版企业复工指南发布：做好防疫条件准备的企业皆可复工
22,2020-02-28 22:12:23,【大数据看趋势：A股大跌 246只个股逆势上涨 52只涨停 都是何方神圣？】个股来看，2月28日，沪深两市共有3541只股票下跌，是2月以来，除2月3日外下跌个股数量最多的交易日。不过，仍有246只个股逆势上涨，其中52只涨停。它们是何方神圣？（21世纪）,大数据看趋势：A股大跌 246只个股逆势上涨 52只涨停 都是何方神圣？
23,2020-02-28 22:11:58,【美股三大股指跌幅再度扩大】纳指期货跌2.27%，标普500指数期货跌2.07%，道指期货跌1.89%。,美股三大股指跌幅再度扩大
24,2020-02-28 22:07:51,【疫情防控期间 北京出租车、顺风车暂停出京运营业务】记者刚刚从北京市交通委获悉，为做好新冠肺炎疫情防控工作，阻断疫情通过出租车（含巡游车、网约车）、顺风车传播，落实交通运输部有关要求，即日起，北京出租车（含巡游车、网约车）、顺风车暂停出京运营业务。（北京日报）,疫情防控期间 北京出租车、顺风车暂停出京运营业务
25,2020-02-28 22:03:46,【明日起 海南正式恢复进出岛道路客运服务】海南省自2月29日起，正式恢复进出海南省省际道路客运班车和客运包车(湖北省除外)。为确保道路运输运营安全，省交通运输厅要求客运班线起讫点均在疫情低风险地区的，恢复省际客运班线运营。起点位于疫情低风险地区的，终点位于疫情中、高风险地区的，暂时恢复单向省际客运班线运营，返程空载。（南海网）,明日起 海南正式恢复进出岛道路客运服务
26,2020-02-28 21:57:57,【国家邮政局：持续做好疫情防控期间寄递服务保障工作】国家邮政局2月28日发出通知，要求各寄递企业切实做好寄递服务保障工作，有效助力疫情防控和经济秩序恢复。通知强调，要加强全网组织调度，在做好疫情防控的前提下，切实保障人员、运力、设备等生产能力。及时优化路由，努力确保邮件快件不积压、不滚存。加强对邮件快件合理的时限管理和调度，优先处理因疫情造成的积压件、问题件。（一财）,国家邮政局：持续做好疫情防控期间寄递服务保障工作
27,2020-02-28 21:56:23,【湖北部署省内必需返岗人员流动工作】为更好服务湖北省疫情防控大局，满足“停不得”企业用工需求，湖北省新冠肺炎疫情防控指挥部近日印发通知，对湖北省内必需返岗人员安全有序流动工作作出部署。（人民日报）,湖北部署省内必需返岗人员流动工作
28,2020-02-28 21:51:05,【国防部：2020年上半年征兵工作推迟至下半年一并组织实施】据国防部新闻局官方微博消息，在2月28日举行的国防部新闻发布会上，新闻发言人吴谦指出，经国务院、中央军委批准，将2020年上半年征兵工作推迟至下半年一并组织实施，上半年征兵任务合并至下半年一并完成。（中新网）,国防部：2020年上半年征兵工作推迟至下半年一并组织实施
29,2020-02-28 21:48:53,【新希望集团减持可转债赚2亿元 还有2.3亿元浮盈】2月28日晚间，新希望(000876)发布公告，大股东新希望集团在2月26日到27日通过大宗交易方式减持430万张希望转债，按照披露价格计算，两天可以赚2亿元。（e公司）,新希望集团减持可转债赚2亿元 还有2.3亿元浮盈
30,2020-02-28 21:48:50,【广东将阶段性减免企业社保费1200亿元】为切实缓解企业当前生产经营遇到的困难，帮助企业渡过难关，支持稳定企业和扩大就业，广东将采取“免、减、延、缓、保”五方面措施，阶段性减免企业社会保险费，预计超过1200亿元。（新华社）,广东将阶段性减免企业社保费1200亿元
31,2020-02-28 21:43:46,【世卫组织：各国都应制定全方位疫情防控方案】世卫组织总干事谭德塞表示，现在中国以外地区是世卫组织最大担忧。现在是决定性的时刻，如果像中国那样采取措施，疫情最终是可以被遏制的。但另一方面，世界范围内的确诊病例在不断增加，防控局面还很严峻，结果如何取决于我们的应对方式。（一财）,世卫组织：各国都应制定全方位疫情防控方案
32,2020-02-28 21:42:57,【川金诺：2019年净利同比增14% 拟10转3派1.6元】川金诺(300505)2月28日晚间披露年报，公司2019年实现营业收入11.26亿元，同比增长16.61%；净利润7281.13万元，同比增长13.58%，基本每股收益0.73元。拟向全体股东每10股派发现金红利1.6元（含税），以资本公积金向全体股东每10股转增3股。（证券时报）,川金诺：2019年净利同比增14% 拟10转3派1.6元
