,title,content,pub_time,src
0,印度救助计划：每人多发5公斤粮，老人补助94元人民币,"为在新冠肺炎疫情期间保护贫困人口，印度财政部长西塔拉曼（NirmalaSitharaman）3月26日宣布一项1.7万亿卢比（约1606亿元人民币）的经济救助计划。
“我们已经准备好了一套方案帮助那些需要立即帮助的穷人，比如农民工和城乡贫困人口。没有人会挨饿。”西塔拉曼说。
据《今日印度》报道，救助计划包括食品保障和现金发放。根据计划，印度政府将实施价值4500亿卢比（约425亿元人民币）的粮食救助措施，在现有5公斤救助粮的基础上，印度将再向8亿人口提供5公斤大米或小麦。同时每户家庭还会在接下来3个月内获得1公斤豆子。
西塔拉曼承诺为每位医疗工作者提供为期3个月的500万卢比（约47万元人民币）保险，并宣布向老年人、遗孀、农民和日薪劳动者直接提供现金援助。
对于日薪劳动者，每个工人将平均增加2000卢比（约189元人民币）作为额外收入。农民每人2000卢比将在4月第一周分期发放，西塔拉曼说，8690万农民将因此立即受益。
在3个月内，每人1000卢比（约94元人民币）的补助将分两次发放给3000万老年人、遗孀、残疾人。西塔拉曼还宣布，有2亿女性账户持有人在未来3个月内可获得每月500卢比（约47元人民币）补贴。
3100亿卢比（约293亿元人民币）将用于建筑工人的福利，西塔拉曼表示，这笔资金可能会用于加强医疗检测、筛查和提供更好的医疗设施。
另外，《今日印度》报道称，生活在贫困线以下的印度家庭将在液化气救助计划下，3个月内可获得免费汽缸燃气。
为遏制新冠病毒传播，印度政府宣布从3月25日开始，在全国范围内实行为期21天的封锁，期间所有人除非必要情况不得外出。
印度卫生部3月26日发布最新数据显示，截至当地时间3月26日21时，印度新增132例新冠肺炎确诊病例，单日增长首次过百例。印度累计确诊病例达694例，其中治愈44例，死亡16例，确诊病例中有47例为外国人。",2020-03-27 18:54:20,凤凰财经
1,中国人保：2019年实现净利221.35亿元,e公司讯，中国人保在港交所披露年报，2019年实现净利221.35亿元，上年同期为129.12亿元。,2020-03-27 18:47:29,凤凰财经
2,不可忽视的一段抗疫防线：G20忧非洲卫生和经济恐难应对挑战,"26日晚，二十国集团（G20）特别峰会顺利召开。在G20领导人应对新冠肺炎特别峰会的声明中，特别提到：“我们对各国特别是发展中国家和最不发达国家，尤其是非洲和小岛国，面临的严峻挑战深表关切。这些国家的卫生体系和经济恐难以应对挑战。”
非洲是国际公共卫生中薄弱的环节，世界卫生组织（WHO）屡次强调，由于非洲国家“医疗匮乏是一个残酷的现实”，更需要密切关注新冠疫情的发展情况。非洲疾控中心此前更是预测，下阶段非洲疫情可能会大规模暴发。
截至第一财经记者发稿时，非洲绝大多数国家和地区都已报告确诊病例。目前非洲整体新冠肺炎确诊病例已经超越2000人，尼日利亚、津巴布韦、刚果（金）等国都已出现死亡病例。统计显示，非洲新冠肺炎疫情受欧洲影响较大，确诊病例多为输入病例。
(image_address=""https://x0.ifengimg.com/ucms/2020_13/D62CF01A9D6EC85250B6FA5BD8EDE5994F9CA305_w640_h360.jpg"")
非洲卫生体系运作能力已接近饱和
本月20日，出身于非洲埃塞俄比亚的WHO总干事谭德塞大声疾呼：“给非洲最好的建议就是准备面临最差的局面，从今天开始。”
南非是非洲疫情最严重的国家之一，为加强疫情防控，南非总统拉马福萨23日晚间宣布，南非从26日至4月16日实行为期三周的全国封锁。此外，非洲多国已升级防控措施，包括禁止聚集性活动、关闭学校等。
从人口比例看来非洲确诊比例并不高，但非洲很多国家并无新冠病毒检测能力。医疗卫生条件相对落后，缺乏检测试剂、防护物资等问题，令国际社会担忧非洲防疫形势不容乐观。
此外，有分析认为，在艾滋病、结核病和埃博拉等传染病的冲击下，非洲的卫生体系运作能力已接近饱和，很难再有余力来对付新冠肺炎疫情。
在此次G20特别峰会上，拉马福萨呼吁G20国家支持对非洲一揽子经济刺激计划，以减轻疫情对非洲经济造成的破坏。
作为非盟轮值主席国主席，拉马福萨表示，南非作为G20中非洲国家的代表，呼吁G20，特别是集团内较为发达的经济体，支持对非洲一揽子经济刺激计划。同时，他呼吁国际货币基金组织（IMF）和世界银行减免对非洲国家的债务。
复旦大学国际关系与公共事务学院副教授朱杰进在接受第一财经记者采访时表示，G20已经向WHO提供了部分防疫援助，用以增强WHO在非洲地区的行动能力。其次，建议采取一些间接措施，如南非总统拉马福萨所提出的，减免部分非洲国家的债务，进一步提供经济支持。
据一位消息人士26日称，IMF指导委员会27日将考虑把给贫穷和中等收入国家的500亿美元紧急贷款增加一倍，帮助它们应对疫情。
G20开始拓展到全球卫生治理领域
在此次G20峰会的声明中，还提到：“我们完全支持并承诺进一步增强世卫组织在协调国际抗疫行动方面的职责。”
朱杰进认为，这表示G20支持WHO的作用，体现了WHO才是全球卫生治理的核心。WHO在前期分享信息，政策建议方面发挥了很大的作用。当前需要G20提供资金援助，在其框架下应对疫情。
在G20的声明中还表示：“要求卫生部长分享最佳实践，并在四月的部长级会议前采取一系列二十国集团紧急行动以共同抗击此次大流行病。”
朱杰进表示，通过此次峰会，G20已经从一个全球经济治理的合作平台拓展到全球卫生治理领域。同时，他认为，国际卫生治理对于G20是一个比较新的领域，与传统经济领域内机制架构相对健全相比，国际卫生治理的机制架构目前还跟不上。他说：“如果这一机制健全的话，对于G20整体的发展是有帮助的，说明G20以后在卫生领域内也可以发挥很大的作用。”",2020-03-27 18:45:38,凤凰财经
3,深交所：压实市场中介机构责任 建设交易所债券市场良好生态,"为贯彻落实中国证监会“四个敬畏，一个合力”理念要求，深交所于2019年10月发布《关于“申报即纳入监管”相关自律监管措施问题解答》，明确证券公司开展公司债券业务过程中，因以往执业行为可能触发“检查/自查措施”或“暂停受理或办理相关业务”等措施的具体情形。
自《问答》发布以来，在交易所发行审核、存续期监管和各地证监局日常监管中，出现部分证券公司以往执业过程中存在如下问题及受处理情形：一是在债券承销业务中未勤勉尽责，未充分核查公开发行募集文件的真实性和准确性，涉嫌违法违规被中国证监会及其派出机构立案调查；二是因在尽职调查中未勤勉尽责、未能发现发行人财务数据存在的虚假记载等违法违规行为，被采取行政监管措施、行政处罚；三是因未对其他中介机构出具的专业意见审慎核查、发生募集说明书信息披露不准确等违规行为，被多次采取出具警示函、责令改正等行政监管措施。针对上述情形，为强化监管合力，深沪两所根据中国证监会统一部署开展监管联动，对相关证券公司采取自查、暂停受理或办理相关业务的自律监管措施。
新证券法正式施行后，公开发行公司债券率先实施注册制。深交所全力支持企业依法高效利用交易所债券市场融资，同时加大力度压实中介机构责任，进一步对中介机构在公司债券承接、申报、发行、存续期管理等业务中的执业行为依规执行相关标准要求。下一步，深交所将继续坚决落实以信息披露为核心的债券发行上市审核制度，坚持“申报即纳入监管”原则，督促证券公司等中介机构归位尽责，充分发挥“看门人”作用，着力加强源头风险防控，切实保护投资者合法权益，切实维护规范有序的债券市场环境生态，更好促进交易所债券市场高质量发展。",2020-03-27 18:45:25,凤凰财经
4,损害医疗队形象 贵州白酒交易所被责令全面进行整改,"据贵州省市场监督管理局官方微博消息，鉴于贵州白酒交易所股份有限公司近期相关不当营销行为，涉嫌违反《广告法》《电子商务法》等法律法规规定，造成了严重的社会不良影响，损害了贵州援鄂医疗队的形象，我局责令该所自3月27日起停止相关经营活动，全面进行整改。我局将会同有关部门对该所相关涉嫌违法违规行为进行深入调查，并依法从严从重处理。
(image_address=""https://x0.ifengimg.com/ucms/2020_13/D93B37BE7608D97826FE16EFD8BC54FED61C2C1E_w690_h1227.jpg"")
此前报道：
向援鄂医疗队“平价卖茅台”？涉事企业被贵州市场监管局约谈！
3月21日，贵州白酒交易所对外发布公告称，“为了表达对战疫英雄们深深的敬意”，该所将按1499元/瓶的价格对贵州援助湖北医疗队1443名医护人员直供飞天茅台酒。
(image_address=""https://x0.ifengimg.com/ucms/2020_13/89BED5BB6E296B4C6FB651256234B2E494654881_w640_h1632.jpg"")
随后，3月25日下午3时许，贵州省市场监督管理局发布消息，就贵州白酒交易所股份有限公司近期相关不当营销行为，该局约谈了该所主要负责人，要求该所要按照国家相关法律法规规定，守法经营、规范经营；要加强自律、遵守行业规范，不得关联抗击疫情，社会公益活动等进行商业化炒作，并责成该所迅速整改。",2020-03-27 18:45:25,凤凰财经
5,深交所：本周共对82起证券异常交易行为采取了自律监管措施,"一、上市公司监管动态（2020年3月20日-3月26日）
本所对10宗违规行为进行纪律处分。
一是江苏雷科防务科技股份有限公司持股5%以上的股东贵州外滩安防设备有限公司未履行增持计划、未及时履行权益变动报告披露义务。上述行为违反了本所《股票上市规则》及《中小企业板上市公司规范运作指引》的相关规定。本所根据有关规定，对贵州外滩安防设备有限公司给予公开谴责的处分。
二是湖南天润数字娱乐文化传媒股份有限公司以非公开发行股票募集资金的方式完成对上海点点乐信息科技有限公司（以下简称“上海点点乐”）100%股权的收购，上海点点乐原股东及相关当事人新余市贵丽妃凰投资中心（有限合伙）、新余市乐点投资中心（有限合伙）、新余市联创盛景投资中心（有限合伙）、新余市兵马奔腾投资中心（有限合伙）、新余市君创铭石投资中心（有限合伙）、新余市咸城信阳投资中心（有限合伙）、无锡天乐润点投资合伙企业（有限合伙）、广东恒润华创实业发展有限公司未在协议约定的时间内履行对上市公司的业绩补偿和减值补偿义务。上述行为违反了本所《股票上市规则》及《中小企业板上市公司规范运作指引》的相关规定。本所根据有关规定，对新余市贵丽妃凰投资中心（有限合伙）、新余市乐点投资中心（有限合伙）、新余市联创盛景投资中心（有限合伙）、新余市兵马奔腾投资中心（有限合伙）、新余市君创铭石投资中心（有限合伙）、新余市咸城信阳投资中心（有限合伙）、无锡天乐润点投资合伙企业（有限合伙）、广东恒润华创实业发展有限公司给予公开谴责的处分。
三是上海神开石油化工装备股份有限公司持股5%以上的股东四川映业文化发展有限公司原实际控制人和实际控制人陈春来、谷墨海未就权益变动情况及时履行信息披露义务。上述行为违反了本所《股票上市规则》及《中小企业板上市公司规范运作指引》的相关规定。本所根据有关规定，对陈春来、谷墨海给予通报批评的处分。
四是浙江君隆资产管理有限公司（以下简称“君隆资产“）收购上海神开石油化工装备股份有限公司第一大股东上海业祥投资管理有限公司股权时，朱康军作为君隆资产实际控制人之一，未如实告知通过他人代持股权的事实，导致君隆资产所披露的信息存在虚假记载。上述行为违反了本所《股票上市规则》及《中小企业板上市公司规范运作指引》的相关规定。本所根据有关规定，对浙江君隆资产管理有限公司、朱康军给予通报批评的处分。
五是深南金科股份有限公司董事长兼总经理周世平在首次集中竞价交易减持股份时，未按规定提前十五个交易日披露减持计划。上述行为违反了本所《股票上市规则》及《深圳证券交易所上市公司股东及董事、监事、高级管理人员减持股份实施细则》的相关规定。本所根据有关规定，对周世平给予公开谴责的处分。
六是大连晨鑫网络科技股份有限公司持股5%以上股东，原实际控制人刘德群未履行承诺将未支付交易对价的等值部分资产退回上市公司。上述行为违反了本所《股票上市规则》及《中小企业板上市公司规范运作指引》的相关规定。本所根据有关规定，对刘德群给予通报批评的处分。
七是新疆天山畜牧生物工程股份有限公司2018年半年度报告及第三季度报告存在会计差错，更正后分别调减2018年半年度报告、第三季度报告合并报表中净利润18.74亿元、19.70亿元，调减金额占更正后净利润绝对值的比例分别为100.73%、102.47%。上述行为违反了所《创业板股票上市规则》的相关规定。本所根据有关规定，对公司及公司时任董事长兼总经理李刚，时任总经理裘莹，时任财务总监何波、廖士苇给予通报批评的处分。
八是天壕环境股份有限公司全资子公司华盛燃气有限公司以现金方式收购河北正茂燃气有限公司、关雅薇、廊坊市邦成企业管理有限公司、廊坊市帝银企业管理服务有限公司等7名交易对手方（以下合称“交易对手方”）持有的霸州市正茂燃气有限公司51%股权。河北正茂燃气有限公司、关雅薇、廊坊市邦成企业管理有限公司、廊坊市帝银企业管理服务有限公司未按协议及时履行完毕股份补偿和现金补偿义务，违反了其作出的承诺。上述行为违反了《创业板股票上市规则》的相关规定。本所根据有关规定，对河北正茂燃气有限公司给予公开谴责的处分，对关雅薇、廊坊市邦成企业管理有限公司、廊坊市帝银企业管理服务有限公司给予通报批评的处分。
九是雅本化学股份有限公司既未在互动易回复中客观、准确、完整地反映其涉及抗病毒药物具体业务的实际情况，也未在《异动公告》中完整地披露其涉及抗病毒药物具体业务的占比以及对业绩的影响情况，且未按要求在规定期限内披露对本所关注函的回函。上述行为违反了本所《创业板股票上市规则》及《创业板上市公司规范运作指引》的相关规定。本所根据相关规定，对公司及公司董事长兼总经理蔡彤、董事会秘书王卓颖给予公开谴责的处分。
十是江苏秀强玻璃工艺股份有限公司在互动易及《关注函回复公告》中未准确、完整披露太阳能屋顶项目进度，未说明太阳能屋顶业务对秀强股份业绩的影响，未充分提示业务相关风险。上述行为违反了本所《创业板股票上市规则》及《创业板上市公司规范运作指引》的相关规定。本所根据相关规定，对公司及公司董事长兼总经理卢秀强、董事会秘书高迎给予公开谴责的处分。
本所共对9宗违规行为发出监管函，6宗涉及信息披露及规范运作违规，3宗涉及买卖股票、减持及回购违规。
6宗涉及信息披露及规范运作违规中，一是深圳市英威腾电气股份有限公司未及时披露业绩补偿承诺方深圳市瀚瑞德创新投资有限公司注销事宜。二是深圳市奇信集团股份有限公司未能准确披露2019年第三季度报告及2019年度业绩快报。三是宁波先锋新材料股份有限公司两次调减股权转让投资收益，合计调减2019年半年度净利润3,618.17万元，调减金额占更正后净利润的比例为464.73%。四是天壕环境股份有限公司股权收购的交易对手方及业绩补偿义务人刘景永、左春燕、刘学中未及时履行完毕补偿义务。五是河北汇金机电股份有限公司披露的战略框架协议相关公告不完整、不准确。六是珠海欧比特宇航科技股份有限公司在签订全资子公司股权转让协议后未按规定及时履行信息披露义务。
3宗涉及买卖股票、减持及回购违规中，一是博彦科技股份有限公司大股东兼董事长王斌在连续九十个自然日内通过集中竞价交易方式合计减持股份总数超过上市公司股份总数的1%。二是无锡智能自控工程股份有限公司持股5%以上股东孟少新未按规定在首次卖出的十五个交易日前披露减持计划。三是万马科技股份有限公司副总经理马雅军首次减持距离减持计划披露日不足15个交易日。
本所发出年报问询函7份、重组问询函2份、关注函10份、其他函件10份。
二、市场交易监管动态（2020年3月23日-3月27日）
3月23日至3月27日，本所共对82起证券异常交易行为采取了自律监管措施，涉及盘中拉抬打压、虚假申报等异常交易情形；共对10起上市公司重大事项进行核查，并上报证监会1起涉嫌违法违规案件线索。
三、会员监管动态（2020年3月23日-3月27日）
本周，根据非现场检查情况，本所对客户交易行为管理不到位的6家会员，分别采取了约见谈话、口头警示的监管措施",2020-03-27 18:43:03,凤凰财经
6,向赴鄂医疗队卖酒？贵州白酒交易所被整改！贵州茅台也出手了,"中新经纬客户端3月27日电据贵州省市场监督管理局官方微博“贵州市场监管”消息，27日，贵州市场监管局发布公告，责令贵州白酒交易所股份有限公司(以下简称“贵州白酒交易所”)停止经营活动全面进行整改。
(image_address=""https://x0.ifengimg.com/ucms/2020_13/80F834499530396BB4985D1C01CC78BF49152156_w591_h536.jpg"")
来源：“贵州市场监管”微博
贵州市场监管局指出，鉴于贵州白酒交易所股份有限公司近期相关不当营销行为，涉嫌违反《广告法》《电子商务法》等法律法规规定，造成了严重的社会不良影响，损害了贵州援鄂医疗队的形象。
贵州市场监管局责令贵州白酒交易所自3月27日起停止相关经营活动，全面进行整改。贵州市场监管局将会同有关部门对该所相关涉嫌违法违规行为进行深入调查，并依法从严从重处理。
官网显示，贵州白酒交易所成立于2012年3月，注册资本1亿元人民币。贵州白酒交易所具备登记、托管、交易、支付等服务功能，提供酒类产品发行、交易、评级定价、投资融资、仓储监管等多种服务。
天眼查数据显示，贵州白酒交易所法定代表人为周振宇。股东分别为，金汇财富资本管理有限公司、贵州恒丰伟业房地产开发有限公司、贵州惠邦实业有限公司、贵州海恒房地产开发有限责任公司和贵州金华润地投资有限公司，持股比例分别为，40%、30%、10%、10%和10%。
(image_address=""https://x0.ifengimg.com/ucms/2020_13/0C6133555881867126967797D213291240B5CB5A_w873_h426.jpg"")
来源：茅台集团官网截图
3月27日当天，贵州茅台酒销售有限公司发布公告称，贵州白酒交易所股份有限公司近期的茅台酒营销行为，对茅台品牌形象造成了严重不良影响。我公司根据《贵州茅台酒(特约)经销合同》约定，决定取消其控股子公司贵州佰酒汇电子商务有限责任公司的茅台酒经销权并解除经销合同。
(image_address=""https://x0.ifengimg.com/ucms/2020_13/E142DD79C1F058834057E973C2B53CE8F7C480A5_w975_h370.jpg"")
来源：天眼查截图
天眼查数据显示，贵州佰酒汇电子商务有限责任公司成立于2012年11月，注册资金1000万元，经营范围包括批零兼营：预包装食品、散装食品、酒瓶酒具；酒类研发；烟草销售；销售(含网上销售)：电子产品、计算机软硬件及外围设备等。股东信息方面，天眼查数据显示，贵州佰酒汇电子商务有限责任公司的大股东为贵州白酒交易所股份有限公司，持股90%。
事件回顾
近日，多家媒体报道了贵州白酒交易所对外发布的公告，“为了表达对战疫英雄们深深的敬意”，该所将按1499元/瓶的价格对贵州援助湖北医疗队1443名医护人员直供飞天茅台酒。该活动自发布以后，引发网友广泛讨论。
报道称，贵州省所有援鄂医务人员只要关注贵州白酒交易所官方微信，提供相关资料，经核实后即可按1499元/瓶的价格在贵州白酒交易所茅台酒数字化直销平台“茅酒汇APP”购买53度500ml飞天茅台酒6瓶。贵州白酒交易所将针对援鄂医护人员提供免费存管和物流配送服务，并承诺将酒安全送达。
据南方都市报报道，国内酒水行业专家蔡学飞接受媒体采访时指出，茅台酒长期存在“买的不喝、喝的不买”的市场认知，导致此次活动市场反应激烈。“这一行为虽然出于公益，但本质上是销售行为，借着疫情的名义进行销售实际上是不妥当的。此外，虽然平价销售对于消费者来说是利好，但医务人员并非白酒的核心消费人群。”
(image_address=""https://x0.ifengimg.com/ucms/2020_13/726EBC05EBE19B15F4BB7538AE62E20F5CBC2AA3_w591_h409.jpg"")
来源：“贵州市场监管”微博
贵州省市场监督管理局3月25日下午在官方微博发布消息称，3月23日，就贵州白酒交易所股份有限公司近期相关不当营销行为，该局约谈了该所主要负责人，要求该所要按照国家相关法律法规规定，守法经营、规范经营；要加强自律、遵守行业规范，不得关联抗击疫情，社会公益活动等进行商业化炒作，并责成该所迅速整改。(中新经纬APP)",2020-03-27 18:39:29,凤凰财经
7,华大基因澄清：错误率高的问题非公司研制的试剂盒,"凤凰网财经3月27日讯，华大基因发布关于海外新型冠状病毒检测相关媒体报道的澄清公告，公司于近期关注到海外媒体报道欧洲某国家向中国采购的新型冠状病毒快速检测试剂盒检测错误率高的问题，国内某媒体在未对内容进行核实的情况下，在报道中影射该销往海外的试剂盒由公司研制。
经核实，前述媒体的报道及配图中提及的欧洲某国家使用的新冠病毒快速检测试剂盒并非公司研制生产的新冠病毒检测试剂盒。
公司研制生产的新冠病毒检测试剂盒已取得国内医疗器械注册证、欧盟CE认证、美国FDA签发的EUA（紧急使用授权），公司该产品的检测准确度较高，目前临床使用评价积极。
(image_address=""https://x0.ifengimg.com/ucms/2020_13/821E470819E0390603583A4EE62910FDD6A67CF6_w731_h880.png"")",2020-03-27 18:20:29,凤凰财经
8,王建军任深圳证券交易所理事会理事长,e公司讯，3月27日下午，深圳证券交易所召开第四届理事会第8次会议，根据国务院、证监会关于提名王建军为深圳证券交易所理事会理事长（副部长级）人选的决定，经履行相关法定程序，选举王建军为深圳证券交易所理事会理事长。,2020-03-27 18:18:00,凤凰财经
9,上交所、中证指数公司将发布中证科技动量等8条指数,上交所27日披露，为进一步丰富指数体系，为投资者提供新的分析工具和投资标的，上交所和中证指数公司将于2020年4月21日正式发布中证科技动量指数、中证创新药30指数、中证东方红红利低波动指数、中证沪港深云计算产业指数、中证沪港深科技100指数、中证鹏华沪港深高股息100指数、中证全球中国教育主题指数和上证3-7年期地方政府债指数。,2020-03-27 18:15:46,凤凰财经
