,datetime,content,title
0,2020-04-28 23:59:00,俄罗斯总理4月26日签署政府令，批准俄国家福利基金投资以人民币计价的中国国债。（卫星新闻）,俄罗斯总理批准俄国家福利基金投资以人民币计价的中国国债
1,2020-04-28 23:55:00,特朗普表示，计划对国际航班制定病毒测试要求，将尽快对国际航班的病毒检测做出决定。,特朗普：计划对国际航班制定病毒测试要求
2,2020-04-28 23:53:00,意大利报告新增2091例新冠肺炎确诊病例，累计确诊201505例，新增死亡病例382例，累计死亡27359例。,意大利报告新增2091例新冠肺炎确诊病例
3,2020-04-28 23:43:00,中国人民银行数字货币研究所相关负责人近日表示，目前，数字人民币研发工作正在稳妥推进。目前，央行数字货币正在深圳、雄安、成都、苏州四地试点。央行表示，考虑到前期数字货币仅限于试点，短期内不会大量发行和全面推广，货币流通速度也将保...,数字人民币研发工作正稳妥推进 人民银行：短期内不会大量...
4,2020-04-28 23:36:00,据路透社旗下媒体IFR：知情人士称，京东秘密提交上市文件，拟在香港进行二次上市。京东可能出售至多约5%的股份，预计最早在6月上市。,京东秘密提交上市文件 拟在香港进行二次上市
5,2020-04-28 23:35:00,美国参议院多数党（共和党）领袖麦康奈尔助手：参议院仍然计划在下周复会。,美国参议院仍然计划在下周复会
6,2020-04-28 23:29:00,据《柏林晨报》报道，德国柏林城区东部一家养老院27日夜间突发新冠肺炎聚集性感染事件。73名老人被送进医院，目前已有28人确诊，3人病情危重，预计还将出现更多确诊病例。据悉，第一名发病者在4月20日因感到不适被送至医院并检测出新冠阳性。自...,德国一养老院发生聚集性感染已有28人确诊新冠肺炎
7,2020-04-28 23:10:00,受疫情影响，美国众议院取消了在下周复会的计划。,美国众议院取消了在下周复会的计划
8,2020-04-28 23:09:00,据华尔街日报援引消息人士，因737 Max装配线多年来存在质控失效问题，波音（BA.N）即将面临刑事和民事调查，这可能会让波音面临的法律责任较此前美国政府官员和业内预计的更大。,传波音因737 Max的生产问题面临刑事、民事调查
9,2020-04-28 23:06:00,WTI原油期货跌超8%，现报11.75美元/桶。,WTI原油期货跌超8%
10,2020-04-28 23:02:00,4月28日晚，精华制药披露2019年年报及2020年一季报。公司2019年营业总收入11.57亿。公司经营性现金流2.85亿，同比增长242.06%。公司2020年第一季度营业收入3.05亿，净利润0.54亿。,精华制药：2019年营收11.57亿 经营性现金流同比增长242%
11,2020-04-28 22:59:00,加拿大新冠肺炎确诊病例自47327例增至49025例，死亡病例自2617例增至2766例。,加拿大新冠肺炎确诊病例增至49025例  死亡病例增至2766例
12,2020-04-28 22:56:00,美国三大股指悉数转跌。热门中概股普遍下跌，爱奇艺、拼多多、京东、拼多多、虎牙跌超4%,美国三大股指悉数转跌
13,2020-04-28 22:52:00,当地时间4月28日，俄罗斯总统普京与俄政府有关部门负责人和地方长官召开视频会议。会上，普京宣布，根据俄罗斯疫情发展形势，决定将全国放假延长至5月11日。普京曾经于3月25日发表电视讲话，宣布3月28日至4月5日全国放假，以防止新冠病毒在俄境...,普京宣布俄罗斯全国假期延长至5月11日
