,datetime,content,title
0,2020-11-03 23:51:00,欧洲股市主要股指持续走高，意大利富时MIB指数涨幅扩大至3.01%，德国DAX指数涨2.38%，法国CAC40指数涨2.44%。,欧洲股市主要股指持续走高
1,2020-11-03 23:46:00,接近监管层的权威人士表示，对于可能对发行上市构成重大影响情形的处理，前述两个文件已有安排。按照这些规定，交易所对蚂蚁集团作出暂缓上市的决定。（一财）,权威解释：对蚂蚁集团作出暂缓上市决定的依据
2,2020-11-03 23:39:00,在岸人民币兑美元（CNY）北京时间23:30收报6.6770元，较周一夜盘收盘涨145点。成交量339.15亿美元，较周一增加7.45亿美元,在岸人民币兑美元收报6.6770元，较周一夜盘收盘涨145点
3,2020-11-03 23:27:00,特斯拉涨幅扩大至6%，柏林工厂或将在年底前获最终建设许可。,特斯拉涨幅扩大至6%
4,2020-11-03 23:22:00,美国三大股指涨幅均超2%，道指涨680点。,美股三大股指均涨超2%
5,2020-11-03 23:18:00,据外媒报道，紧急抗疫购债计划（PEPP）可能仍然是欧洲央行12月经济刺激计划的主要工具，欧洲央行的政策制定者正在讨论是否要通过资产购买计划（APP）为即将到来的刺激计划提供部分渠道。,外媒：紧急抗疫购债计划（PEPP）可能仍然是欧洲央行12月...
6,2020-11-03 23:17:00,近日，不少广州、深圳等城市的自如租客和业主称突然收到自如平台解约的消息。今年疫情以来，长租公寓企业轻则发生维权投诉事件，重则出现平台卷款跑路等。（第一财经）,自如纠纷再起，长租公寓头部玩家难“自如”
7,2020-11-03 23:11:00,香港金管局发言人回应蚂蚁暂缓两地上市：香港作为国际金融中心，资金来往进出是很正常的。金管局多年来在金融及银行体系建立了强大的缓冲和抗震能力，银行体系非常稳健，流动性充裕。发言人续指，有信心和能力维护香港的货币和金融体系稳定。,香港金管局发言人回应蚂蚁暂缓两地上市
8,2020-11-03 23:10:00,螺纹期货夜盘收涨0.22%，热卷收涨0.41%；铁矿石期货收涨1.01%。 焦炭夜盘收涨3.15%，焦煤收跌0.70%，动力煤收跌0.03%。 橡胶夜盘收跌1.54%，沥青收跌0.27%。 豆粕夜盘收涨0.75%，菜粕收涨0.77%。 郑棉夜盘收跌0.56%。,螺纹期货夜盘收涨0.22%，热卷收涨0.41%
9,2020-11-03 23:05:00,现货黄金短线拉升7美元，现货白银短线上扬0.1美元。,现货黄金/白银短线走高
10,2020-11-03 23:03:00,WTI原油期货涨幅扩大至4%，报38.3美元/桶。,WTI原油期货涨幅扩大至4%
11,2020-11-03 23:03:00,根据中国（深圳）综合开发研究院技术团队预测，2020-2025年，中国数字经济年均增速将保持在15%左右。到2025年数字经济规模有望突破80万亿元，相当于2019年日德英三国GDP之和，占GDP比重达到55%。到2030年，我国数字经济体量将有望突破百万亿元。...,综研院：预计2020-2025年中国数字经济年均增速将保持在15...
12,2020-11-03 23:01:00,11月3日，台州市房地产市场平稳健康发展领导小组办公室发布《关于促进房地产市场平稳健康发展的通知》。通知实施之日起在台州市区新购买的住房（含新建商品住房和二手住房），自取得不动产权证书满3年后方可转让。购买时间以交易合同网签时间为...,台州今天发布楼市新政，市区新购买住房3年内不得交易
13,2020-11-03 22:59:00,拼多多短线走高，现涨超5%，此前获高盛升其目标价68%至123美元。,拼多多短线走高，现涨超5%
14,2020-11-03 22:59:00,欧洲斯托克600指数涨2%。,欧洲斯托克600指数涨2%
15,2020-11-03 22:53:00,阿里巴巴发行的美元债券全线下跌，2057年到期的债券跌近6美分，为3月以来最大跌幅。,阿里巴巴发行的美元债券全线下跌
16,2020-11-03 22:36:00,美股阿里概念股涨跌不一，宝尊电商跌近2%，微博跌约1%，中通快递跌约0.3%，如涵控股涨超4%，百世集团涨超3%。,美股阿里概念股涨跌不一
17,2020-11-03 22:32:00,陆金所开跌超10%，此前称未通过其小额贷款子公司与融资合作伙伴建立任何联合贷款或贷款便利化合作关系。,陆金所开跌超10%
18,2020-11-03 22:30:00,美股开盘：道指开涨约300点；阿里巴巴开跌近8%，此前蚂蚁集团A+H上市被双双暂缓。,美股开盘：道指开涨约300点 阿里巴巴开跌近8%
19,2020-11-03 22:27:00,蚂蚁回应两地暂缓上市：对由此给投资者带来的麻烦，蚂蚁集团深表歉意。我们将按照两地交易所的相关规则，妥善处理好后续工作。,蚂蚁回应两地暂缓上市：对由此给投资者带来的麻烦，蚂蚁...
20,2020-11-03 22:21:00,蚂蚁集团在上交所公告称，首次公开发行股票并在科创板上市暂缓上市。,蚂蚁集团：首次公开发行股票并在科创板上市暂缓上市
21,2020-11-03 22:11:00,上交所推迟蚂蚁集团A股上市，蚂蚁也在港交所发布推迟H股上市的公告。港股推迟上市，155万股民1.3万亿的冻资将使股民亏损严重，因为香港孖展利息一般是不退的，上次百威也是如此。据新浪港股统计，1.3万亿如果全部是融资认购，按辉立证券2.98％的...,蚂蚁集团港股推迟上市 155万股民利息亏损上亿
22,2020-11-03 22:02:00,阿里巴巴集团发言人︰我们会和蚂蚁集团一起，积极的配合和拥抱监管，我们相信蚂蚁的同学，有这个信心，也有这个能力把工作落实好。社会希望我们更好，我们也必须用一如既往的努力实现和超越社会的期望，这是我们这群人的责任。,阿里巴巴集团发言人︰我们会和蚂蚁集团一起，积极的配合...
23,2020-11-03 22:00:00,港交所：今天接获蚂蚁集团通知，其决定暂缓在上海及香港的上市，香港交易所不评论个别上市申请或发行人。,港交所：不评论个别上市申请或发行人
24,2020-11-03 22:00:00,一位证监会前发审委委员表示，蚂蚁集团和胜景山河在程序上相似，但结果会完全不同。“只要蚂蚁向交易所解释清楚，交易所认可相关解释，挂牌上市并不会有问题。”（腾讯网）,蚂蚁集团两地上市暂缓 A股唯一相似案例是胜景山河
